#Heisenberg bonds
#site idx1, site idx2, Heisenberg J
0 2 1.0
0 1 1.0
1 3 1.0
2 3 1.0
2 4 1.0
3 5 1.0
4 5 1.0
4 6 1.0
5 7 1.0
6 7 1.0
0 3 0.0
1 2 0.0
2 5 0.0
3 4 0.0
4 7 0.0
5 6 0.0

#Mean-Field bonds
#site idx real site, site idx of external site mapped back into cluster, Heisenberg J
0 3 0.0
0 1 1.0
0 7 0.0
0 6 1.0
0 7 0.0
1 6 0.0
1 7 1.0
1 6 0.0
1 0 1.0
1 2 0.0
3 0 0.0
3 2 1.0
3 4 0.0
5 2 0.0 
5 4 1.0
5 6 0.0
7 4 0.0
7 6 1.0
7 0 0.0
7 1 1.0
7 0 0.0
6 1 0.0
6 0 1.0
6 1 0.0
6 7 1.0
6 5 0.0
4 7 0.0
4 5 1.0
4 3 0.0
2 5 0.0
2 3 1.0
2 1 0.0
