#Heisenberg bonds
#site idx1, site idx2, Heisenberg J idx
0 1 0
1 2 0
2 3 0
0 4 0 
1 5 0
2 6 0
3 7 0
4 5 0
5 6 0
6 7 0
4 8 0
5 9 0
6 10 0
7 11 0
8 9 0
9 10 0
10 11 0
8 12 0
9 13 0
10 14 0
11 15 0
12 13 0
13 14 0
14 15 0
0 5 1
1 4 1
1 6 1
2 5 1
2 7 1
3 6 1
4 9 1
5 8 1
6 9 1
5 10 1
6 11 1
7 10 1
8 13 1
9 12 1
9 14 1
10 13 1
11 14 1
10 15 1

#Mean-Field bonds
#site idx real site, site idx of external site mapped back into cluster, Heisenberg J idx
0 12 0
1 13 0
2 14 0
3 15 0
3 0 0
7 4 0
11 8 0
15 12 0
15 3 0
14 2 0
13 1 0
12 0 0
12 15 0
8 11 0
4 7 0
0 3 0
0 13 1
1 12 1
1 14 1
2 13 1
2 15 1
3 14 1
3 12 1
3 4 1
7 0 1
7 8 1
11 4 1
11 12 1
15 8 1
15 0 1
15 2 1
14 3 1
14 1 1
13 2 1
13 0 1
12 1 1
12 3 1
12 11 1
8 15 1
8 7 1
4 11 1
4 3 1
0 7 1
0 15 1
